college_code,cast,cutoff,year,tier
1324,ST,130.5,2023,2
1324,ST,150.5,2024,2
1399,BC,191.0,2020,2
1399,BC,191.0,2021,2
1399,BC,194.0,2022,2
1399,BC,191.0,2023,2
1399,BC,191.0,2024,2
1399,BCM,191.0,2020,2
1399,BCM,191.0,2021,2
1399,BCM,191.0,2022,2
1399,BCM,191.0,2023,2
1399,BCM,191.0,2024,2
1399,MBC,189.0,2020,2
1399,MBC,189.0,2021,2
1399,MBC,191.0,2022,2
1399,MBC,189.0,2023,2
1399,MBC,189.0,2024,2
1399,MBCDNC,188.5,2022,2
1399,OC,194.0,2020,2
1399,OC,194.0,2021,2
1399,OC,194.0,2022,2
1399,OC,194.0,2023,2
1399,OC,194.0,2024,2
1399,SC,176.5,2020,2
1399,SC,176.5,2021,2
1399,SC,176.5,2022,2
1399,SC,176.5,2023,2
1399,SC,172.0,2024,2
1399,SCA,164.5,2020,2
1399,SCA,164.5,2021,2
1399,SCA,172.0,2022,2
1399,SCA,164.5,2023,2
1399,SCA,131.5,2024,2
1399,ST,143.5,2020,2
1399,ST,143.5,2021,2
1399,ST,172.0,2022,2
1399,ST,143.5,2023,2
1399,ST,176.5,2024,2
1414,BC,191.0,2020,2
1414,BC,191.0,2021,2
1414,BC,193.0,2022,2
1414,BC,191.0,2023,2
1414,BC,191.0,2024,2
1414,BCM,192.0,2020,2
1414,BCM,192.0,2021,2
1414,BCM,192.0,2022,2
1414,BCM,192.0,2023,2
1414,BCM,192.0,2024,2
1414,MBC,190.0,2020,2
1414,MBC,190.0,2021,2
1414,MBC,192.0,2022,2
1414,MBC,190.0,2023,2
1414,MBC,190.0,2024,2
1414,MBCDNC,190.0,2022,2
1414,OC,193.0,2020,2
1414,OC,193.0,2021,2
1414,OC,193.0,2022,2
1414,OC,193.0,2023,2
1414,OC,193.0,2024,2
1414,SC,187.0,2020,2
1414,SC,187.0,2021,2
1414,SC,187.0,2022,2
1414,SC,187.0,2023,2
1414,SC,187.0,2024,2
1414,SCA,187.0,2022,2
1414,ST,185.5,2020,2
1414,ST,185.5,2021,2
1414,ST,187.0,2022,2
1414,ST,185.5,2023,2
1414,ST,187.0,2024,2
1419,BC,181.0,2020,2
1419,BC,181.0,2021,2
1419,BC,186.0,2022,2
1419,BC,181.0,2023,2
1419,BC,181.0,2024,2
1419,BCM,178.5,2020,2
1419,BCM,178.5,2021,2
1419,BCM,181.0,2022,2
1419,BCM,178.5,2023,2
1419,BCM,178.5,2024,2
1419,MBC,178.5,2020,2
1419,MBC,178.5,2021,2
1419,MBC,178.5,2022,2
1419,MBC,178.5,2023,2
1419,MBC,178.5,2024,2
1419,MBCDNC,178.5,2022,2
1419,OC,186.0,2020,2
1419,OC,186.0,2021,2
1419,OC,186.0,2022,2
1419,OC,186.0,2023,2
1419,OC,186.0,2024,2
1419,SC,160.5,2020,2
1419,SC,160.5,2021,2
1419,SC,160.5,2022,2
1419,SC,160.5,2023,2
1419,SC,160.5,2024,2
1419,SCA,135.5,2020,2
1419,SCA,135.5,2021,2
1419,SCA,160.5,2022,2
1419,SCA,135.5,2023,2
1419,SCA,127.0,2024,2
1419,ST,122.5,2020,2
1419,ST,122.5,2021,2
1419,ST,160.5,2022,2
1419,ST,122.5,2023,2
1419,ST,160.5,2024,2
1422,BC,174.5,2020,2
1422,BC,174.5,2021,2
1422,BC,182.0,2022,2
1422,BC,174.5,2023,2
1422,BC,174.5,2024,2
1422,BCM,175.0,2020,2
1422,BCM,175.0,2021,2
1422,BCM,175.0,2022,2
1422,BCM,175.0,2023,2
1422,BCM,175.0,2024,2
1422,MBC,177.0,2020,2
1422,MBC,177.0,2021,2
1422,MBC,177.0,2022,2
1422,MBC,177.0,2023,2
1422,MBC,177.0,2024,2
1422,MBCDNC,177.0,2022,2
1422,OC,182.0,2020,2
1422,OC,182.0,2021,2
1422,OC,182.0,2022,2
1422,OC,182.0,2023,2
1422,OC,182.0,2024,2
1422,SC,158.0,2020,2
1422,SC,158.0,2021,2
1422,SC,158.0,2022,2
1422,SC,158.0,2023,2
1422,SC,158.0,2024,2
1422,SCA,152.0,2020,2
1422,SCA,152.0,2021,2
1422,SCA,158.0,2022,2
1422,SCA,152.0,2023,2
1422,SCA,126.0,2024,2
1422,ST,150.0,2020,2
1422,ST,150.0,2021,2
1422,ST,158.0,2022,2
1422,ST,150.0,2023,2
1422,ST,158.0,2024,2
1432,BC,184.0,2020,2
1432,BC,184.0,2021,2
1432,BC,188.3333333,2022,2
1432,BC,184.0,2023,2
1432,BC,184.0,2024,2
1432,BCM,182.0,2020,2
1432,BCM,182.0,2021,2
1432,BCM,184.0,2022,2
1432,BCM,182.0,2023,2
1432,BCM,182.0,2024,2
1432,MBC,181.0,2020,2
1432,MBC,181.0,2021,2
1432,MBC,182.0,2022,2
1432,MBC,181.0,2023,2
1432,MBC,181.0,2024,2
1432,MBCDNC,181.0,2022,2
1432,OC,188.3333333,2020,2
1432,OC,188.3333333,2021,2
1432,OC,188.3333333,2022,2
1432,OC,188.3333333,2023,2
1432,OC,188.3333333,2024,2
1432,SC,163.0,2020,2
1432,SC,163.0,2021,2
1432,SC,163.0,2022,2
1432,SC,163.0,2023,2
1432,SC,158.5,2024,2
1432,SCA,128.5,2020,2
1432,SCA,128.5,2021,2
1432,SCA,158.5,2022,2
1432,SCA,128.5,2023,2
1432,SCA,117.0,2024,2
1432,ST,143.5,2020,2
1432,ST,143.5,2021,2
1432,ST,158.5,2022,2
1432,ST,143.5,2023,2
1432,ST,163.0,2024,2
1442,BC,190.5,2020,2
1442,BC,190.5,2021,2
1442,BC,190.5,2022,2
1442,BC,190.5,2023,2
1442,BC,190.5,2024,2
1442,BCM,185.5,2020,2
1442,BCM,185.5,2021,2
1442,BCM,185.5,2022,2
1442,BCM,185.5,2023,2
1442,BCM,185.5,2024,2
1442,MBC,188.5,2020,2
1442,MBC,188.5,2021,2
1442,MBC,188.5,2022,2
1442,MBC,188.5,2023,2
1442,MBC,188.5,2024,2
1442,MBCDNC,149.5,2022,2
1442,OC,192.0,2020,2
1442,OC,192.0,2021,2
1442,OC,192.0,2022,2
1442,OC,192.0,2023,2
1442,OC,192.0,2024,2
1442,SC,185.0,2020,2
1442,SC,185.0,2021,2
1442,SC,185.0,2022,2
1442,SC,185.0,2023,2
1442,SC,101.5,2024,2
1442,SCA,101.5,2022,2
1442,ST,101.5,2022,2
1442,ST,185.0,2024,2
1450,BC,184.5,2020,2
1450,BC,184.5,2021,2
1450,BC,189.0,2022,2
1450,BC,184.5,2023,2
1450,BC,184.5,2024,2
1450,BCM,184.5,2020,2
1450,BCM,184.5,2021,2
1450,BCM,184.5,2022,2
1450,BCM,184.5,2023,2
1450,BCM,184.5,2024,2
1450,MBC,184.5,2020,2
1450,MBC,184.5,2021,2
1450,MBC,184.5,2022,2
1450,MBC,184.5,2023,2
1450,MBC,184.5,2024,2
1450,MBCDNC,184.5,2022,2
1450,OC,189.0,2020,2
1450,OC,189.0,2021,2
1450,OC,189.0,2022,2
1450,OC,189.0,2023,2
1450,OC,189.0,2024,2
1450,SC,176.5,2020,2
1450,SC,176.5,2021,2
1450,SC,176.5,2022,2
1450,SC,176.5,2023,2
1450,SC,173.5,2024,2
1450,SCA,170.5,2020,2
1450,SCA,170.5,2021,2
1450,SCA,173.5,2022,2
1450,SCA,170.5,2023,2
1450,SCA,141.0,2024,2
1450,ST,136.0,2020,2
1450,ST,136.0,2021,2
1450,ST,173.5,2022,2
1450,ST,136.0,2023,2
1450,ST,176.5,2024,2
1516,BC,178.5,2020,2
1516,BC,178.5,2021,2
1516,BC,184.5,2022,2
1516,BC,178.5,2023,2
1516,BC,178.5,2024,2
1516,BCM,177.0,2020,2
1516,BCM,177.0,2021,2
1516,BCM,178.5,2022,2
1516,BCM,177.0,2023,2
1516,BCM,177.0,2024,2
1516,MBC,179.0,2020,2
1516,MBC,179.0,2021,2
1516,MBC,179.0,2022,2
1516,MBC,179.0,2023,2
1516,MBC,179.0,2024,2
1516,MBCDNC,179.0,2022,2
1516,OC,184.5,2020,2
1516,OC,184.5,2021,2
1516,OC,184.5,2022,2
1516,OC,184.5,2023,2
1516,OC,184.5,2024,2
1516,SC,161.0,2020,2
1516,SC,161.0,2021,2
1516,SC,161.0,2022,2
1516,SC,161.0,2023,2
1516,SC,167.0,2024,2
1516,SCA,161.0,2020,2
1516,SCA,161.0,2021,2
1516,SCA,161.0,2022,2
1516,SCA,161.0,2023,2
1516,SCA,161.0,2024,2
1516,ST,166.0,2020,2
1516,ST,166.0,2021,2
1516,ST,166.0,2022,2
1516,ST,166.0,2023,2
1516,ST,166.0,2024,2
2005,BC,194.5,2020,1
2005,BC,194.5,2021,1
2005,BC,196.0,2022,1
2005,BC,194.5,2023,1
2005,BC,194.5,2024,1
2005,BCM,194.0,2020,1
2005,BCM,194.0,2021,1
2005,BCM,194.5,2022,1
2005,BCM,194.0,2023,1
2005,BCM,194.0,2024,1
2005,MBC,195.0,2020,1
2005,MBC,195.0,2021,1
2005,MBC,195.0,2022,1
2005,MBC,195.0,2023,1
2005,MBC,195.0,2024,1
2005,MBCDNC,195.0,2022,1
2005,OC,196.0,2020,1
2005,OC,196.0,2021,1
2005,OC,196.0,2022,1
2005,OC,196.0,2023,1
2005,OC,197.5,2024,1
2005,SC,188.545,2020,1
2005,SC,188.545,2021,1
2005,SC,188.545,2022,1
2005,SC,188.545,2023,1
2005,SC,188.545,2024,1
2005,SCA,194.5,2020,1
2005,SCA,194.5,2021,1
2005,SCA,194.5,2022,1
2005,SCA,194.5,2023,1
2005,SCA,186.5,2024,1
2005,ST,190.5,2020,1
2005,ST,190.5,2021,1
2005,ST,190.5,2022,1
2005,ST,190.5,2023,1
2005,ST,188.545,2024,1
2006,BC,198.0,2020,1
2006,BC,198.0,2021,1
2006,BC,198.0,2022,1
2006,BC,198.0,2023,1
2006,BC,198.0,2024,1
2006,BCM,196.5,2020,1
2006,BCM,196.5,2021,1
2006,BCM,196.5,2022,1
2006,BCM,196.5,2023,1
2006,BCM,196.5,2024,1
2006,MBC,196.5,2020,1
2006,MBC,196.5,2021,1
2006,MBC,196.5,2022,1
2006,MBC,196.5,2023,1
2006,MBC,196.5,2024,1
2006,OC,198.5,2020,1
2006,OC,198.5,2021,1
2006,OC,198.5,2022,1
2006,OC,198.5,2023,1
2006,OC,198.5,2024,1
2006,SC,190.0,2020,1
2006,SC,190.0,2021,1
2006,SC,190.0,2022,1
2006,SC,190.0,2023,1
2006,SC,188.0,2024,1
2006,SCA,191.0,2020,1
2006,SCA,191.0,2021,1
2006,SCA,191.0,2022,1
2006,SCA,191.0,2023,1
2006,ST,184.0,2020,1
2006,ST,184.0,2021,1
2006,ST,184.0,2022,1
2006,ST,184.0,2023,1
2006,ST,190.0,2024,1
2007,BC,196.0,2020,1
2007,BC,196.0,2021,1
2007,BC,197.0,2022,1
2007,BC,196.0,2023,1
2007,BC,196.0,2024,1
2007,BCM,195.5,2020,1
2007,BCM,195.5,2021,1
2007,BCM,196.0,2022,1
2007,BCM,195.5,2023,1
2007,BCM,195.5,2024,1
2007,MBC,195.5,2020,1
2007,MBC,195.5,2021,1
2007,MBC,195.5,2022,1
2007,MBC,195.5,2023,1
2007,MBC,195.5,2024,1
2007,MBCDNC,195.5,2022,1
2007,OC,197.0,2020,1
2007,OC,197.0,2021,1
2007,OC,197.0,2022,1
2007,OC,197.0,2023,1
2007,OC,197.0,2024,1
2007,SC,191.0,2020,1
2007,SC,191.0,2021,1
2007,SC,191.0,2022,1
2007,SC,191.0,2023,1
2007,SC,191.0,2024,1
2007,SCA,186.5,2020,1
2007,SCA,186.5,2021,1
2007,SCA,191.0,2022,1
2007,SCA,186.5,2023,1
2007,SCA,186.5,2024,1
2007,ST,186.0,2020,1
2007,ST,186.0,2021,1
2007,ST,191.0,2022,1
2007,ST,186.0,2023,1
2007,ST,191.0,2024,1
2025,BC,182.5,2020,2
2025,BC,182.5,2021,2
2025,BC,187.5,2022,2
2025,BC,182.5,2023,2
2025,BC,182.5,2024,2
2025,BCM,183.0,2020,2
2025,BCM,183.0,2021,2
2025,BCM,183.0,2022,2
2025,BCM,183.0,2023,2
2025,BCM,183.0,2024,2
2025,MBC,183.5,2020,2
2025,MBC,183.5,2021,2
2025,MBC,183.5,2022,2
2025,MBC,183.5,2023,2
2025,MBC,183.5,2024,2
2025,MBCDNC,183.5,2022,2
2025,OC,189.0,2020,2
2025,OC,189.0,2021,2
2025,OC,189.0,2022,2
2025,OC,189.0,2023,2
2025,OC,189.0,2024,2
2025,SC,176.0,2020,2
2025,SC,176.0,2021,2
2025,SC,176.0,2022,2
2025,SC,176.0,2023,2
2025,SC,174.0,2024,2
2025,SCA,166.5,2020,2
2025,SCA,166.5,2021,2
2025,SCA,174.0,2022,2
2025,SCA,166.5,2023,2
2025,SCA,164.5,2024,2
2025,ST,172.5,2020,2
2025,ST,172.5,2021,2
2025,ST,174.0,2022,2
2025,ST,172.5,2023,2
2025,ST,176.0,2024,2
2329,BC,170.0,2020,2
2329,BC,170.0,2021,2
2329,BC,172.5,2022,2
2329,BC,170.0,2023,2
2329,BC,170.0,2024,2
2329,BCM,166.815,2020,2
2329,BCM,166.815,2021,2
2329,BCM,166.815,2022,2
2329,BCM,166.815,2023,2
2329,BCM,166.815,2024,2
2329,MBC,165.21,2020,2
2329,MBC,165.21,2021,2
2329,MBC,166.815,2022,2
2329,MBC,165.21,2023,2
2329,MBC,169.0,2024,2
2329,MBCDNC,164.0,2022,2
2329,OC,179.315,2020,2
2329,OC,179.315,2021,2
2329,OC,179.315,2022,2
2329,OC,179.315,2023,2
2329,OC,185.0,2024,2
2329,SC,149.0,2020,2
2329,SC,149.0,2021,2
2329,SC,149.0,2022,2
2329,SC,149.0,2023,2
2329,SC,140.0,2024,2
2329,SCA,168.35,2020,2
2329,SCA,168.35,2021,2
2329,SCA,168.35,2022,2
2329,SCA,168.35,2023,2
2329,SCA,150.705,2024,2
2329,ST,164.81,2020,2
2329,ST,164.81,2021,2
2329,ST,164.81,2022,2
2329,ST,164.81,2023,2
2329,ST,149.0,2024,2
2369,BC,171.5,2020,2
2369,BC,171.5,2021,2
2369,BC,179.5,2022,2
2369,BC,171.5,2023,2
2369,BC,184.5,2024,2
2369,BCM,162.5,2020,2
2369,BCM,162.5,2021,2
2369,BCM,171.5,2022,2
2369,BCM,162.5,2023,2
2369,BCM,162.5,2024,2
2369,MBC,173.5,2020,2
2369,MBC,173.5,2021,2
2369,MBC,173.5,2022,2
2369,MBC,173.5,2023,2
2369,MBC,173.5,2024,2
2369,MBCDNC,173.5,2022,2
2369,OC,179.5,2020,2
2369,OC,179.5,2021,2
2369,OC,179.5,2022,2
2369,OC,179.5,2023,2
2369,OC,179.5,2024,2
2369,SC,156.0,2020,2
2369,SC,156.0,2021,2
2369,SC,156.0,2022,2
2369,SC,156.0,2023,2
2369,SC,156.0,2024,2
2369,SCA,150.0,2020,2
2369,SCA,150.0,2021,2
2369,SCA,156.0,2022,2
2369,SCA,150.0,2023,2
2369,SCA,150.0,2024,2
2369,ST,134.5,2020,2
2369,ST,134.5,2021,2
2369,ST,156.0,2022,2
2369,ST,134.5,2023,2
2369,ST,156.0,2024,2
2377,BC,194.5,2020,2
2377,BC,194.5,2021,2
2377,BC,196.0,2022,2
2377,BC,194.5,2023,2
2377,BC,194.5,2024,2
2377,BCM,195.0,2020,2
2377,BCM,195.0,2021,2
2377,BCM,195.0,2022,2
2377,BCM,195.0,2023,2
2377,BCM,195.0,2024,2
2377,MBC,193.5,2020,2
2377,MBC,193.5,2021,2
2377,MBC,194.0,2022,2
2377,MBC,193.5,2023,2
2377,MBC,193.5,2024,2
2377,MBCDNC,193.5,2022,2
2377,OC,196.0,2020,2
2377,OC,196.0,2021,2
2377,OC,196.0,2022,2
2377,OC,196.0,2023,2
2377,OC,196.0,2024,2
2377,SC,184.5,2020,2
2377,SC,184.5,2021,2
2377,SC,184.5,2022,2
2377,SC,184.5,2023,2
2377,SC,181.5,2024,2
2377,SCA,180.5,2020,2
2377,SCA,180.5,2021,2
2377,SCA,181.5,2022,2
2377,SCA,180.5,2023,2
2377,SCA,179.0,2024,2
2377,ST,171.0,2020,2
2377,ST,171.0,2021,2
2377,ST,181.5,2022,2
2377,ST,171.0,2023,2
2377,ST,184.5,2024,2
2603,BC,181.5,2020,2
2603,BC,181.5,2021,2
2603,BC,187.0,2022,2
2603,BC,181.5,2023,2
2603,BC,181.5,2024,2
2603,BCM,182.5,2020,2
2603,BCM,182.5,2021,2
2603,BCM,182.5,2022,2
2603,BCM,182.5,2023,2
2603,BCM,182.5,2024,2
2603,MBC,184.0,2020,2
2603,MBC,184.0,2021,2
2603,MBC,184.0,2022,2
2603,MBC,184.0,2023,2
2603,MBC,184.0,2024,2
2603,MBCDNC,184.0,2022,2
2603,OC,187.0,2020,2
2603,OC,187.0,2021,2
2603,OC,187.0,2022,2
2603,OC,187.0,2023,2
2603,OC,187.0,2024,2
2603,SC,167.0,2020,2
2603,SC,167.0,2021,2
2603,SC,167.0,2022,2
2603,SC,167.0,2023,2
2603,SC,167.0,2024,2
2603,SCA,161.5,2020,2
2603,SCA,161.5,2021,2
2603,SCA,167.0,2022,2
2603,SCA,161.5,2023,2
2603,SCA,147.0,2024,2
2603,ST,157.0,2020,2
2603,ST,157.0,2021,2
2603,ST,167.0,2022,2
2603,ST,157.0,2023,2
2603,ST,167.0,2024,2
2607,BC,159.5,2020,2
2607,BC,159.5,2021,2
2607,BC,170.5,2022,2
2607,BC,159.5,2023,2
2607,BC,159.5,2024,2
2607,BCM,144.0,2020,2
2607,BCM,144.0,2021,2
2607,BCM,159.5,2022,2
2607,BCM,144.0,2023,2
2607,BCM,144.0,2024,2
2607,MBC,160.5,2020,2
2607,MBC,160.5,2021,2
2607,MBC,160.5,2022,2
2607,MBC,160.5,2023,2
2607,MBC,160.5,2024,2
2607,MBCDNC,160.5,2022,2
2607,OC,170.5,2020,2
2607,OC,170.5,2021,2
2607,OC,170.5,2022,2
2607,OC,170.5,2023,2
2607,OC,170.5,2024,2
2607,SC,121.5,2020,2
2607,SC,121.5,2021,2
2607,SC,121.5,2022,2
2607,SC,121.5,2023,2
2607,SC,121.5,2024,2
2607,SCA,150.5,2020,2
2607,SCA,150.5,2021,2
2607,SCA,150.5,2022,2
2607,SCA,150.5,2023,2
2607,SCA,129.5,2024,2
2607,ST,114.0,2020,2
2607,ST,114.0,2021,2
2607,ST,129.5,2022,2
2607,ST,114.0,2023,2
2607,ST,121.5,2024,2
2608,BC,169.0,2020,2
2608,BC,169.0,2021,2
2608,BC,174.5,2022,2
2608,BC,169.0,2023,2
2608,BC,169.0,2024,2
2608,BCM,150.0,2020,2
2608,BCM,150.0,2021,2
2608,BCM,169.0,2022,2
2608,BCM,150.0,2023,2
2608,BCM,150.0,2024,2
2608,MBC,155.5,2020,2
2608,MBC,155.5,2021,2
2608,MBC,155.5,2022,2
2608,MBC,155.5,2023,2
2608,MBC,155.5,2024,2
2608,MBCDNC,155.5,2022,2
2608,OC,174.5,2020,2
2608,OC,174.5,2021,2
2608,OC,174.5,2022,2
2608,OC,174.5,2023,2
2608,OC,174.5,2024,2
2608,SCA,110.0,2020,2
2608,SCA,110.0,2021,2
2608,SCA,110.0,2022,2
2608,SCA,110.0,2023,2
2615,BC,191.0,2020,2
2615,BC,191.0,2021,2
2615,BC,193.0,2022,2
2615,BC,191.0,2023,2
2615,BC,191.0,2024,2
2615,BCM,191.0,2020,2
2615,BCM,191.0,2021,2
2615,BCM,191.0,2022,2
2615,BCM,191.0,2023,2
2615,BCM,191.0,2024,2
2615,MBC,191.5,2020,2
2615,MBC,191.5,2021,2
2615,MBC,191.5,2022,2
2615,MBC,191.5,2023,2
2615,MBC,191.5,2024,2
2615,MBCDNC,191.5,2022,2
2615,OC,193.0,2020,2
2615,OC,193.0,2021,2
2615,OC,193.0,2022,2
2615,OC,193.0,2023,2
2615,OC,193.0,2024,2
2615,SC,181.0,2020,2
2615,SC,181.0,2021,2
2615,SC,181.0,2022,2
2615,SC,181.0,2023,2
2615,SC,181.0,2024,2
2615,SCA,188.0,2020,2
2615,SCA,188.0,2021,2
2615,SCA,188.0,2022,2
2615,SCA,188.0,2023,2
2615,SCA,188.0,2024,2
2615,ST,169.0,2020,2
2615,ST,169.0,2021,2
2615,ST,188.0,2022,2
2615,ST,169.0,2023,2
2615,ST,181.0,2024,2
2618,BC,176.0,2020,2
2618,BC,176.0,2021,2
2618,BC,181.0,2022,2
2618,BC,176.0,2023,2
2618,BC,176.0,2024,2
2618,BCM,172.0,2020,2
2618,BCM,172.0,2021,2
2618,BCM,176.0,2022,2
2618,BCM,172.0,2023,2
2618,BCM,172.0,2024,2
2618,MBC,173.5,2020,2
2618,MBC,173.5,2021,2
2618,MBC,173.5,2022,2
2618,MBC,173.5,2023,2
2618,MBC,173.5,2024,2
2618,MBCDNC,173.5,2022,2
2618,OC,181.0,2020,2
2618,OC,181.0,2021,2
2618,OC,181.0,2022,2
2618,OC,181.0,2023,2
2618,OC,181.0,2024,2
2618,SC,137.5,2020,2
2618,SC,137.5,2021,2
2618,SC,137.5,2022,2
2618,SC,137.5,2023,2
2618,SC,137.5,2024,2
2618,SCA,138.0,2020,2
2618,SCA,138.0,2021,2
2618,SCA,138.0,2022,2
2618,SCA,138.0,2023,2
2618,SCA,138.0,2024,2
2618,ST,145.5,2020,2
2618,ST,145.5,2021,2
2618,ST,145.5,2022,2
2618,ST,145.5,2023,2
2618,ST,145.5,2024,2
2620,BC,161.0,2020,2
2620,BC,161.0,2021,2
2620,BC,163.5,2022,2
2620,BC,161.0,2023,2
2620,BC,161.0,2024,2
2620,BCM,143.5,2020,2
2620,BCM,143.5,2021,2
2620,BCM,143.5,2022,2
2620,BCM,143.5,2023,2
2620,BCM,143.5,2024,2
2620,MBC,142.0,2020,2
2620,MBC,142.0,2021,2
2620,MBC,142.0,2022,2
2620,MBC,142.0,2023,2
2620,MBC,142.0,2024,2
2620,MBCDNC,131.0,2022,2
2620,OC,171.5,2020,2
2620,OC,171.5,2021,2
2620,OC,171.5,2022,2
2620,OC,171.5,2023,2
2620,OC,171.5,2024,2
2620,SC,134.5,2020,2
2620,SC,134.5,2021,2
2620,SC,134.5,2022,2
2620,SC,134.5,2023,2
2620,SCA,149.0,2020,2
2620,SCA,149.0,2021,2
2620,SCA,149.0,2022,2
2620,SCA,149.0,2023,2
2620,SCA,103.0,2024,2
2620,ST,134.0,2020,2
2620,ST,134.0,2021,2
2620,ST,134.0,2022,2
2620,ST,134.0,2023,2
2620,ST,134.5,2024,2
2622,BC,165.0,2020,2
2622,BC,165.0,2021,2
2622,BC,173.0,2022,2
2622,BC,165.0,2023,2
2622,BC,165.0,2024,2
2622,BCM,161.0,2020,2
2622,BCM,161.0,2021,2
2622,BCM,165.0,2022,2
2622,BCM,161.0,2023,2
2622,BCM,161.0,2024,2
2622,MBC,148.0,2020,2
2622,MBC,148.0,2021,2
2622,MBC,155.5,2022,2
2622,MBC,148.0,2023,2
2622,MBC,148.0,2024,2
2622,MBCDNC,148.0,2022,2
2622,OC,173.0,2020,2
2622,OC,173.0,2021,2
2622,OC,173.0,2022,2
2622,OC,173.0,2023,2
2622,OC,197.0,2024,2
2622,SC,128.0,2020,2
2622,SC,128.0,2021,2
2622,SC,128.0,2022,2
2622,SC,128.0,2023,2
2622,SC,123.0,2024,2
2622,SCA,168.0,2020,2
2622,SCA,168.0,2021,2
2622,SCA,168.0,2022,2
2622,SCA,168.0,2023,2
2622,SCA,134.5,2024,2
2622,ST,136.0,2020,2
2622,ST,136.0,2021,2
2622,ST,136.0,2022,2
2622,ST,136.0,2023,2
2622,ST,136.0,2024,2
2653,BC,159.0,2020,2
2653,BC,159.0,2021,2
2653,BC,170.0,2022,2
2653,BC,159.0,2023,2
2653,BC,159.0,2024,2
2653,BCM,143.5,2020,2
2653,BCM,143.5,2021,2
2653,BCM,159.0,2022,2
2653,BCM,143.5,2023,2
2653,BCM,143.5,2024,2
2653,MBC,154.5,2020,2
2653,MBC,154.5,2021,2
2653,MBC,154.5,2022,2
2653,MBC,154.5,2023,2
2653,MBC,162.0,2024,2
2653,MBCDNC,154.5,2022,2
2653,OC,170.0,2020,2
2653,OC,170.0,2021,2
2653,OC,170.0,2022,2
2653,OC,170.0,2023,2
2653,OC,171.5,2024,2
2653,SC,95.0,2020,2
2653,SC,95.0,2021,2
2653,SC,95.0,2022,2
2653,SC,132.5,2023,2
2653,SCA,151.5,2020,2
2653,SCA,151.5,2021,2
2653,SCA,151.5,2022,2
2653,SCA,151.5,2023,2
2653,ST,165.5,2020,2
2653,ST,165.5,2021,2
2653,ST,165.5,2022,2
2653,ST,165.5,2023,2
2653,ST,165.5,2024,2
2656,BC,143.0,2020,2
2656,BC,143.0,2021,2
2656,BC,174.5,2022,2
2656,BC,143.0,2023,2
2656,BC,168.0,2024,2
2656,BCM,138.0,2020,2
2656,BCM,138.0,2021,2
2656,BCM,142.0,2022,2
2656,BCM,138.0,2023,2
2656,BCM,138.0,2024,2
2656,MBC,142.5,2020,2
2656,MBC,142.5,2021,2
2656,MBC,142.5,2022,2
2656,MBC,151.5,2023,2
2656,MBC,167.0,2024,2
2656,MBCDNC,142.5,2022,2
2656,OC,174.5,2020,2
2656,OC,174.5,2021,2
2656,OC,174.5,2022,2
2656,OC,174.5,2023,2
2656,OC,174.5,2024,2
2656,SC,140.5,2020,2
2656,SC,140.5,2021,2
2656,SC,140.5,2022,2
2656,SC,144.5,2023,2
2656,SC,101.5,2024,2
2656,SCA,155.5,2020,2
2656,SCA,155.5,2021,2
2656,SCA,155.5,2022,2
2656,SCA,155.5,2023,2
2656,SCA,155.5,2024,2
2656,ST,89.5,2020,2
2656,ST,89.5,2021,2
2656,ST,155.5,2022,2
2656,ST,89.5,2023,2
2656,ST,140.5,2024,2
2702,BC,184.0,2020,2
2702,BC,184.0,2021,2
2702,BC,187.5,2022,2
2702,BC,184.0,2023,2
2702,BC,184.0,2024,2
2702,BCM,181.5,2020,2
2702,BCM,181.5,2021,2
2702,BCM,184.0,2022,2
2702,BCM,181.5,2023,2
2702,BCM,181.5,2024,2
2702,MBC,182.5,2020,2
2702,MBC,182.5,2021,2
2702,MBC,182.5,2022,2
2702,MBC,182.5,2023,2
2702,MBC,182.5,2024,2
2702,MBCDNC,182.5,2022,2
2702,OC,187.5,2020,2
2702,OC,187.5,2021,2
2702,OC,187.5,2022,2
2702,OC,187.5,2023,2
2702,OC,187.5,2024,2
2702,SC,142.5,2020,2
2702,SC,142.5,2021,2
2702,SC,142.5,2022,2
2702,SC,142.5,2023,2
2702,SC,142.5,2024,2
2702,SCA,139.5,2020,2
2702,SCA,139.5,2021,2
2702,SCA,142.5,2022,2
2702,SCA,139.5,2023,2
2702,SCA,115.0,2024,2
2702,ST,134.0,2020,2
2702,ST,134.0,2021,2
2702,ST,142.5,2022,2
2702,ST,134.0,2023,2
2702,ST,142.5,2024,2
2704,BC,163.0,2020,2
2704,BC,163.0,2021,2
2704,BC,170.0,2022,2
2704,BC,163.0,2023,2
2704,BC,163.0,2024,2
2704,BCM,164.5,2020,2
2704,BCM,164.5,2021,2
2704,BCM,164.5,2022,2
2704,BCM,164.5,2023,2
2704,BCM,164.5,2024,2
2704,MBC,162.5,2020,2
2704,MBC,162.5,2021,2
2704,MBC,162.5,2022,2
2704,MBC,162.5,2023,2
2704,MBC,162.5,2024,2
2704,MBCDNC,158.0,2022,2
2704,OC,171.5,2020,2
2704,OC,171.5,2021,2
2704,OC,171.5,2022,2
2704,OC,171.5,2023,2
2704,OC,171.5,2024,2
2704,SC,144.0,2020,2
2704,SC,144.0,2021,2
2704,SC,144.0,2022,2
